,0
4555,"[('How are you doing today ZUS?', {'entities': [(24, 27, 'greeting')]})]"
4556,"[(""Hi ZUS, it's been a while!"", {'entities': [(3, 6, 'greeting')]})]"
4557,"[(""What's up ZUS?"", {'entities': [(10, 13, 'greeting')]})]"
4558,"[('Hi, what is the time at ZUS?', {'entities': [(24, 27, 'greeting')]})]"
4559,"[(""I'm going to attend an event at ZUS."", {'entities': [(32, 35, 'greeting')]})]"
4560,"[('What is the address of ZUS?', {'entities': [(23, 26, 'greeting')]})]"
4561,"[('I would like to have a meeting at Lakefront Cafe today', {'entities': [(34, 48, 'greeting')]})]"
4562,"[('Can we reserve a table for tomorrow evening at Lakefront Cafe?', {'entities': [(47, 61, 'greeting')]})]"
4563,"[('Is Lakefront Cafe open on weekends?', {'entities': [(3, 17, 'greeting')]})]"
4564,"[(""What's the best place to eat at lakefront cafe?"", {'entities': [(32, 46, 'greeting')]})]"
4565,"[(""I'm thinking of meeting a friend at lakefront cafe."", {'entities': [(36, 50, 'greeting')]})]"
4566,"[('Lakefront cafe is my favorite spot for brunch.', {'entities': [(0, 14, 'greeting')]})]"
4567,"[('Hi, can you show me the way to Lakefront?', {'entities': [(31, 40, 'greeting')]})]"
4568,"[('What is the weather like near Lakefront?', {'entities': [(30, 39, 'greeting')]})]"
4569,"[('I want to go for a walk at Lakefront', {'entities': [(27, 36, 'greeting')]})]"
4570,"[('What is the menu at Lake Front Cafe', {'entities': [(20, 35, 'greeting')]})]"
4571,"[('Can I book a table at Lake Front Cafe?', {'entities': [(22, 37, 'greeting')]})]"
4572,"[('Is Lake Front Cafe open today?', {'entities': [(3, 18, 'greeting')]})]"
4573,"[(""I'd like to grab a coffee at Cotti Coffee"", {'entities': [(29, 41, 'greeting')]})]"
4574,"[('Is there a discount for students at Cotti Coffee?', {'entities': [(36, 48, 'greeting')]})]"
4575,"[('What is the opening time of Cotti Coffee?', {'entities': [(28, 40, 'greeting')]})]"
4576,"[('Where is the nearest Cotti Coffee?', {'entities': [(21, 33, 'greeting')]})]"
4577,"[('When does Cotti Coffee open?', {'entities': [(10, 22, 'greeting')]})]"
4578,"[('I love Cotti Coffee, can I get a discount?', {'entities': [(7, 19, 'greeting')]})]"
4579,"[('How are you Cotti?', {'entities': [(12, 17, 'greeting')]})]"
4580,"[(""Hi Cotti, what's up?"", {'entities': [(3, 8, 'greeting')]})]"
4581,"[(""Hey Cotti, how's it going?"", {'entities': [(4, 9, 'greeting')]})]"
4582,"[('What is cotti used for?', {'entities': [(8, 13, 'greeting')]})]"
4583,"[('Can I use cotti in my conversation?', {'entities': [(10, 15, 'greeting')]})]"
4584,"[('How do I respond with cotti?', {'entities': [(22, 27, 'greeting')]})]"
4585,"[('I would like to make a reservation at Bo Ya Xuan Restaurant tonight.', {'entities': [(38, 59, 'greeting')]})]"
4586,"[('Where is the nearest location of Bo Ya Xuan Restaurant?', {'entities': [(33, 54, 'greeting')]})]"
4587,"[('Can I get the menu for Bo Ya Xuan Restaurant?', {'entities': [(23, 44, 'greeting')]})]"
4588,"[('Is the bo ya xuan restaurant open?', {'entities': [(7, 28, 'greeting')]})]"
4589,"[('How long does it take to get a table at bo ya xuan restaurant?', {'entities': [(40, 61, 'greeting')]})]"
4590,"[('Can you reserve a table for me at bo ya xuan restaurant?', {'entities': [(34, 55, 'greeting')]})]"
4591,"[('Hello, what is the greeting for Bo Ya Xuan?', {'entities': [(32, 42, 'greeting')]})]"
4592,"[('How do I greet someone with Bo Ya Xuan?', {'entities': [(28, 38, 'greeting')]})]"
4593,"[('What is the meaning of Bo Ya Xuan?', {'entities': [(23, 33, 'greeting')]})]"
4594,"[('What is bo ya xuan used for', {'entities': [(8, 18, 'greeting')]})]"
4595,"[('How do I use the bo ya xuan greeting on campus', {'entities': [(17, 27, 'greeting')]})]"
4596,"[('Is it correct to use bo ya xuan when talking to a professor', {'entities': [(21, 31, 'greeting')]})]"
4597,"[('What time does SOI 55 THAI KITCHEN open?', {'entities': [(15, 34, 'greeting')]})]"
4598,"[('Is SOI 55 THAI KITCHEN a good place for lunch?', {'entities': [(3, 22, 'greeting')]})]"
4599,"[('Can you tell me more about SOI 55 THAI KITCHEN?', {'entities': [(27, 46, 'greeting')]})]"
4600,"[('Where is Soi 55 Thai Kitchen located?', {'entities': [(9, 28, 'greeting')]})]"
4601,"[(""I'm looking for Soi 55 Thai Kitchen menu"", {'entities': [(16, 35, 'greeting')]})]"
4602,"[('What time does Soi 55 Thai Kitchen close tonight?', {'entities': [(15, 34, 'greeting')]})]"
4603,"[('What is the name of your favorite restaurant SOI 55?', {'entities': [(45, 51, 'greeting')]})]"
4604,"[('How do I get a table at SOI 55 tonight?', {'entities': [(24, 30, 'greeting')]})]"
4605,"[('Is there any reservation available at SOI 55 for tomorrow night?', {'entities': [(38, 44, 'greeting')]})]"
4606,"[('Hello, where is Thai Kitchen?', {'entities': [(16, 28, 'greeting')]})]"
4607,"[('Hi, can you tell me more about Thai Kitchen?', {'entities': [(31, 43, 'greeting')]})]"
4608,"[('Excuse me, how do I get to Thai Kitchen?', {'entities': [(27, 39, 'greeting')]})]"
4609,"[('Where is the nearest Starbucks?', {'entities': [(21, 30, 'greeting')]})]"
4610,"[(""I'd like to meet you at Starbucks."", {'entities': [(24, 33, 'greeting')]})]"
4611,"[('Can I get a coffee from Starbucks?', {'entities': [(24, 33, 'greeting')]})]"
4612,"[('What time does starbucks open?', {'entities': [(15, 24, 'greeting')]})]"
4613,"[('Is there a starbucks near my dorm?', {'entities': [(11, 20, 'greeting')]})]"
4614,"[('Where is the nearest starbucks?', {'entities': [(21, 30, 'greeting')]})]"
4615,"[('Is STARBUCKS open now?', {'entities': [(3, 12, 'greeting')]})]"
4616,"[('What time does STARBUCKS close?', {'entities': [(15, 24, 'greeting')]})]"
4617,"[('Can I order coffee from STARBUCKS today?', {'entities': [(24, 33, 'greeting')]})]"
4618,"[('Where is B1 Super Market located?', {'entities': [(9, 24, 'greeting')]})]"
4619,"[('Can I find everything at B1 Super Market?', {'entities': [(25, 40, 'greeting')]})]"
4620,"[('Is there a bus stop near B1 Super Market?', {'entities': [(25, 40, 'greeting')]})]"
4621,"[('Where is B1 Dining located?', {'entities': [(9, 18, 'greeting')]})]"
4622,"[(""I'm going to eat at B1 Dining today."", {'entities': [(20, 29, 'greeting')]})]"
4623,"[(""What's the menu like at B1 Dining?"", {'entities': [(24, 33, 'greeting')]})]"
4624,"[('Where is the nearest atm?', {'entities': [(21, 24, 'greeting')]})]"
4625,"[('Can you direct me to an atm?', {'entities': [(24, 27, 'greeting')]})]"
4626,"[('Is there an atm near my dorm?', {'entities': [(12, 15, 'greeting')]})]"
4627,"[('I want to submit my IELTS scores to the ielts office', {'entities': [(40, 52, 'greeting')]})]"
4628,"[('Can someone from the ielts office help me with my results?', {'entities': [(21, 33, 'greeting')]})]"
4629,"[('How do I get in touch with the ielts office?', {'entities': [(31, 43, 'greeting')]})]"
4630,"[('Where is the IELTS Centre located?', {'entities': [(13, 25, 'greeting')]})]"
4631,"[('Can you tell me more about the IELTS Centre on campus?', {'entities': [(31, 43, 'greeting')]})]"
4632,"[('How do I get in touch with the IELTS Centre?', {'entities': [(31, 43, 'greeting')]})]"
4633,"[('Where is the yoga room located?', {'entities': [(13, 22, 'greeting')]})]"
4634,"[(""I'm looking for the yoga room, can you tell me where it is?"", {'entities': [(20, 29, 'greeting')]})]"
4635,"[('Can I get directions to the yoga room?', {'entities': [(28, 37, 'greeting')]})]"
4636,"[('Where is the Yoga Studio located?', {'entities': [(13, 24, 'greeting')]})]"
4637,"[('How often does the Yoga Studio have classes?', {'entities': [(19, 30, 'greeting')]})]"
4638,"[('Is the Yoga Studio open on Sundays?', {'entities': [(7, 18, 'greeting')]})]"
4639,"[('Hi, where is the tcm clinic?', {'entities': [(17, 27, 'greeting')]})]"
4640,"[('I need to go to tcm clinic, how do I get there?', {'entities': [(16, 26, 'greeting')]})]"
4641,"[('What are the opening hours of the tcm clinic?', {'entities': [(34, 44, 'greeting')]})]"
4642,"[('Can you tell me the address of the tcm clinic?', {'entities': [(35, 45, 'greeting')]})]"
4643,"[('What is the opening time of TCM Clinic', {'entities': [(28, 38, 'greeting')]})]"
4644,"[('Where can I book an appointment at TCM Clinic', {'entities': [(35, 45, 'greeting')]})]"
4645,"[('Is TCM Clinic open today', {'entities': [(3, 13, 'greeting')]})]"
4646,"[('What is the address of pluxhealth clinic?', {'entities': [(23, 40, 'greeting')]})]"
4647,"[('Is there a doctor available at pluxhealth clinic today?', {'entities': [(31, 48, 'greeting')]})]"
4648,"[('How can I book an appointment at pluxhealth clinic?', {'entities': [(33, 50, 'greeting')]})]"
4649,"[('What is the address of PluX Health', {'entities': [(23, 34, 'greeting')]})]"
4650,"[('How do I schedule an appointment at PluX Health', {'entities': [(36, 47, 'greeting')]})]"
4651,"[('Where is the maintenance office located?', {'entities': [(13, 31, 'greeting')]})]"
4652,"[('Can I contact the maintenance office for help?', {'entities': [(18, 36, 'greeting')]})]"
4653,"[('What are the maintenance office hours?', {'entities': [(13, 31, 'greeting')]})]"
4654,"[('I need help with my broken laptop, where is the Repair Office?', {'entities': [(48, 61, 'greeting')]})]"
4655,"[('Can someone direct me to the Repair Office?', {'entities': [(29, 42, 'greeting')]})]"
4656,"[('Is the Repair Office open today?', {'entities': [(7, 20, 'greeting')]})]"
4657,"[('Where is the admissions office located?', {'entities': [(13, 30, 'greeting')]})]"
4658,"[('What time does the admissions office open?', {'entities': [(19, 36, 'greeting')]})]"
4659,"[('How do I contact the admissions office?', {'entities': [(21, 38, 'greeting')]})]"
4660,"[('How can I contact the Admission Office?', {'entities': [(22, 38, 'greeting')]})]"
4661,"[('What are the office hours of the Admission Office?', {'entities': [(33, 49, 'greeting')]})]"
4662,"[('Where is the Admission Office located?', {'entities': [(13, 29, 'greeting')]})]"
4663,"[('Is the volleyball court open on weekends?', {'entities': [(7, 23, 'greeting')]})]"
4664,"[('I want to book the volleyball court for a tournament.', {'entities': [(19, 35, 'greeting')]})]"
4665,"[(""What is the volleyball court's opening hours?"", {'entities': [(12, 28, 'greeting')]})]"
4666,"[('I want to book the Volley Ball Court for my birthday.', {'entities': [(19, 36, 'greeting')]})]"
4667,"[('Where is the Volley Ball Court located?', {'entities': [(13, 30, 'greeting')]})]"
4668,"[('Can I play at the Volley Ball Court tonight?', {'entities': [(18, 35, 'greeting')]})]"
4669,"[('What is the location of the tennis court', {'entities': [(28, 40, 'greeting')]})]"
4670,"[('Where can I find the tennis court on campus?', {'entities': [(21, 33, 'greeting')]})]"
4671,"[('Is there a tennis court available after my class?', {'entities': [(11, 23, 'greeting')]})]"
4672,"[('Can someone help me locate the tennis court?', {'entities': [(31, 43, 'greeting')]})]"
4673,"[('Where is the Tennis Field?', {'entities': [(13, 25, 'greeting')]})]"
4674,"[('Can I reserve a court at the Tennis Field tomorrow?', {'entities': [(29, 41, 'greeting')]})]"
4675,"[('Where is the small football field located?', {'entities': [(13, 33, 'greeting')]})]"
4676,"[('What are the rules for playing at the small football field?', {'entities': [(38, 58, 'greeting')]})]"
4677,"[('Can I book the small football field for a party?', {'entities': [(15, 35, 'greeting')]})]"
4678,"[('Where is the Football Field located?', {'entities': [(13, 27, 'greeting')]})]"
4679,"[(""I'm looking for a game on the Football Field today."", {'entities': [(30, 44, 'greeting')]})]"
4680,"[('Can I rent a room near the Football Field?', {'entities': [(27, 41, 'greeting')]})]"
4681,"[('Is the basketball court open today?', {'entities': [(7, 23, 'greeting')]})]"
4682,"[('Where is the basketball court located?', {'entities': [(13, 29, 'greeting')]})]"
4683,"[('Can I play basketball at the basketball court tonight?', {'entities': [(29, 45, 'greeting')]})]"
4684,"[('What is the location of Basketball Field?', {'entities': [(24, 40, 'greeting')]})]"
4685,"[('How do I find the Basketball Field on campus?', {'entities': [(18, 34, 'greeting')]})]"
4686,"[('Is Basketball Field open today?', {'entities': [(3, 19, 'greeting')]})]"
4687,"[('Can you take me to the Basketball Field?', {'entities': [(23, 39, 'greeting')]})]"
4688,"[('Is the stadium open on weekends?', {'entities': [(7, 14, 'greeting')]})]"
4689,"[('Can I book a room at the stadium?', {'entities': [(25, 32, 'greeting')]})]"
4690,"[('How do I get tickets for the game at the stadium?', {'entities': [(41, 48, 'greeting')]})]"
4691,"[('What is the address of Sports Stadium?', {'entities': [(23, 37, 'greeting')]})]"
4692,"[('Where can I find Sports Stadium on campus?', {'entities': [(17, 31, 'greeting')]})]"
4693,"[('When is the opening time of Sports Stadium?', {'entities': [(28, 42, 'greeting')]})]"
4694,"[('I want to use the swimming pool.', {'entities': [(18, 31, 'greeting')]})]"
4695,"[('Where is the nearest swimming pool?', {'entities': [(21, 34, 'greeting')]})]"
4696,"[('Can I join a swim class in the university swimming pool?', {'entities': [(42, 55, 'greeting')]})]"
4697,"[(""What's the pool schedule today?"", {'entities': [(11, 15, 'greeting')]})]"
4698,"[('I want to join a swimming team at the campus pool.', {'entities': [(45, 49, 'greeting')]})]"
4699,"[('When is the university pool open?', {'entities': [(23, 27, 'greeting')]})]"
4700,"[(""What's the schedule for using the Gymnasium?"", {'entities': [(34, 43, 'greeting')]})]"
4701,"[('Can I book a time slot at the Gymnasium today?', {'entities': [(30, 39, 'greeting')]})]"
4702,"[('Is the Gymnasium available after 6 pm?', {'entities': [(7, 16, 'greeting')]})]"
4703,"[('Where is the infirmary located?', {'entities': [(13, 22, 'greeting')]})]"
4704,"[(""What are the infirmary's office hours?"", {'entities': [(13, 22, 'greeting')]})]"
4705,"[('I need help from the infirmary.', {'entities': [(21, 30, 'greeting')]})]"
4706,"[('Is the infirmary open on weekends?', {'entities': [(7, 16, 'greeting')]})]"
4707,"[(""Hello, I'd like to get directions to the Medical Centre."", {'entities': [(41, 55, 'greeting')]})]"
4708,"[('Can anyone help me with the opening hours of the Medical Centre?', {'entities': [(49, 63, 'greeting')]})]"
4709,"[('Where is the nearest entrance to the Medical Centre?', {'entities': [(37, 51, 'greeting')]})]"
4710,"[('Where is the badminton court located?', {'entities': [(13, 28, 'greeting')]})]"
4711,"[('Can I book a time at the badminton court?', {'entities': [(25, 40, 'greeting')]})]"
4712,"[('Is the badminton court open on weekends?', {'entities': [(7, 22, 'greeting')]})]"
4713,"[(""What's up at the Badminton Field today?"", {'entities': [(17, 32, 'greeting')]})]"
4714,"[(""How's the schedule for Badminton Field this weekend?"", {'entities': [(23, 38, 'greeting')]})]"
4715,"[('Can you show me the map of Badminton Field?', {'entities': [(27, 42, 'greeting')]})]"
4716,"[('Where is the a1 teaching building located?', {'entities': [(13, 33, 'greeting')]})]"
4717,"[('How do I get to a1 teaching building?', {'entities': [(16, 36, 'greeting')]})]"
4718,"[('What lectures are in the a1 teaching building today?', {'entities': [(25, 45, 'greeting')]})]"
4719,"[('Where is A1 Building located?', {'entities': [(9, 20, 'greeting')]})]"
4720,"[('I need to go to A1 Building for the meeting', {'entities': [(16, 27, 'greeting')]})]"
4721,"[('Can I meet you at A1 Building?', {'entities': [(18, 29, 'greeting')]})]"
4722,"[('Where is the a2 teaching building located?', {'entities': [(13, 33, 'greeting')]})]"
4723,"[('How to get to the a2 teaching building from dormitory A1?', {'entities': [(18, 38, 'greeting')]})]"
4724,"[('Is there a meeting in the a2 teaching building at 10am today?', {'entities': [(26, 46, 'greeting')]})]"
4725,"[('Where is the A2 Building located?', {'entities': [(13, 24, 'greeting')]})]"
4726,"[('I want to go to A2 Building for a meeting.', {'entities': [(16, 27, 'greeting')]})]"
4727,"[('Is A2 Building open on weekends?', {'entities': [(3, 14, 'greeting')]})]"
4728,"[(""What's the location of A4 Teaching Building?"", {'entities': [(23, 43, 'greeting')]})]"
4729,"[('How can I find A4 Teaching Building on campus?', {'entities': [(15, 35, 'greeting')]})]"
4730,"[('Can you give me directions to A4 Teaching Building?', {'entities': [(30, 50, 'greeting')]})]"
4731,"[('Can I get directions to A4 Building?', {'entities': [(24, 35, 'greeting')]})]"
4732,"[('What is the location of A4 Building?', {'entities': [(24, 35, 'greeting')]})]"
4733,"[('Where can I find A4 Building?', {'entities': [(17, 28, 'greeting')]})]"
4734,"[('Where is the a5 teaching building?', {'entities': [(13, 33, 'greeting')]})]"
4735,"[('I have a class at the a5 teaching building today.', {'entities': [(22, 42, 'greeting')]})]"
4736,"[('Can I get help with my project in the a5 teaching building?', {'entities': [(38, 58, 'greeting')]})]"
4737,"[('Where is the A5 Building located?', {'entities': [(13, 24, 'greeting')]})]"
4738,"[('How do I get to A5 Building from my dorm?', {'entities': [(16, 27, 'greeting')]})]"
4739,"[(""What's the best time to visit A5 Building?"", {'entities': [(30, 41, 'greeting')]})]"
4740,"[('Can I get help with a question about the library?', {'entities': [(41, 48, 'greeting')]})]"
4741,"[('What is open late at the library?', {'entities': [(25, 32, 'greeting')]})]"
4742,"[('Is there a quiet area in the library?', {'entities': [(29, 36, 'greeting')]})]"
4743,"[('Where is the A3 Library located?', {'entities': [(13, 23, 'greeting')]})]"
4744,"[('Can I borrow books from A3 Library?', {'entities': [(24, 34, 'greeting')]})]"
